case_number,date_time_reported,location_of_occurence,domesticdv_relationship,incident_type,criminal_offense,disposition
2018-00020006,05/11/2018 09:31:15 pm,"1300 ROLLINS ST, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of drug paraphernalia,Open Not Active
2018-00019933,05/11/2018 11:49:00 am,"3 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,ASSAULT - 3RD DEGREE - SPECIAL VICTIM,Cleared by Arrest Adult
2018-00019933,05/11/2018 11:49:00 am,"3 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,"ASSAULT - 4TH DEGREE - PURSUANT TO SUBDIVISIONS (3), (6) - SPECIAL VICTIMS",Cleared by Arrest Adult
2018-00019932,05/11/2018 11:30:19 am,"502 KENTUCKY BLVD, Columbia MO, 65201",,Vandalism,VANDALISM - INSTITUTIONAL,Open - Active
2018-00019932,05/11/2018 11:30:19 am,"502 KENTUCKY BLVD, Columbia MO, 65201",,Vandalism,VANDALISM - INSTITUTIONAL,Open Not Active
2018-00019872,05/11/2018 03:05:00 am,"PROVIDENCE/MICK DEAVER , Columbia MO,",,Driving Under The Influence,Driving While Intoxicated,Cleared by Arrest Adult
2018-00019872,05/11/2018 03:05:00 am,"PROVIDENCE/MICK DEAVER , Columbia MO,",,Not Counted For UCR,Failure to drive within a single lane,Cleared by Arrest Adult
2018-00019872,05/11/2018 03:05:00 am,"PROVIDENCE/MICK DEAVER , Columbia MO,",,Not Counted For UCR,Improper lights,Cleared by Arrest Adult
2018-00019869,05/11/2018 02:41:00 am,"1100 PROVIDENCE RD, Columbia MO, 65203",,All Other Offenses (Except Traffic),First degree trespass,Cleared by Arrest Adult
2018-00019865,05/11/2018 02:19:00 am,"RICHMOND AVE/ BURNAM AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2018-00019865,05/11/2018 02:19:00 am,"RICHMOND AVE/ BURNAM AVE, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2018-00019837,05/11/2018 12:20:00 am,"815 VIRGINIA AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),LEFT THE SCENE OF ACCIDENT,Open - Active
2018-00019837,05/11/2018 12:20:00 am,"815 VIRGINIA AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),LEFT THE SCENE OF ACCIDENT,Open Not Active
2018-00019820,05/10/2018 10:09:00 pm,"ELM ST/S  6TH ST, Columbia MO, 65201",,Not Counted For UCR,Driving Under Suspension,Cleared by Arrest Adult
2018-00019817,05/10/2018 09:51:00 pm,"10TH ST/ LOCUST ST, Columbia MO, 65201",,Not Counted For UCR,Driving Under Suspension,Cleared by Arrest Adult
2018-00019787,05/10/2018 04:48:21 pm,"BROADWAY /N  5TH ST, Columbia MO, 65201",,Not Counted For UCR,Driving Under Suspension,Cleared by Arrest Adult
2018-00019764,05/10/2018 12:55:30 pm,"811 LENIOR ST , Columbia MO,",,Burglary Breaking and Entering,BURGLARY 2ND DEGREE,Open - Active
2018-00019764,05/10/2018 12:55:30 pm,"811 LENIOR ST , Columbia MO,",,Burglary Breaking and Entering,BURGLARY 2ND DEGREE,Open Not Active
2018-00019733,05/10/2018 09:36:39 am,"820 CONLEY AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING OF LIBRARY MATERIAL OVER $150.00,Open - Active
2018-00019733,05/10/2018 09:36:39 am,"820 CONLEY AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING OF LIBRARY MATERIAL OVER $150.00,Open Not Active
2018-00019730,05/10/2018 08:59:16 am,"HITT ST/ UNIVERSITY AVE, Columbia MO, 65201",,Vandalism,Second degree property damage,Cleared by Arrest Adult
2018-00019730,05/10/2018 08:59:16 am,"HITT ST/ UNIVERSITY AVE, Columbia MO, 65201",,Vandalism,Second degree property damage,Open - Active
2018-00019713,05/10/2018 08:00:53 am,"HITT ST/PAQUIN ST , Columbia MO,",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open - Active
2018-00019713,05/10/2018 08:00:53 am,"HITT ST/PAQUIN ST , Columbia MO,",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open Not Active
2018-00019679,05/10/2018 12:42:00 am,"PROVIDENCE RD/ ELM ST, Columbia MO, 65203",,All Other Offenses (Except Traffic),UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA,Cleared by Arrest Adult
2018-00019679,05/10/2018 12:42:00 am,"PROVIDENCE RD/ ELM ST, Columbia MO, 65203",,Not Counted For UCR,FAILED TO COMPLY W/CONDITIONS INTERMEDIATE DRIVERS LICENSE,Cleared by Arrest Adult
2018-00019679,05/10/2018 12:42:00 am,"PROVIDENCE RD/ ELM ST, Columbia MO, 65203",,"Possession Marijuana, Hashish, etc.",POSSESSION OF MARIJUANA/SYNTHETIC CANNABINOID OF 10 GRAMS OR LESS,Cleared by Arrest Adult
2018-00019610,05/09/2018 03:42:28 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,"ASSAULT - 4TH DEGREE - PURSUANT TO SUBDIVISIONS (1), (2), (4), (5)",Exceptly Cleared Adult
2018-00019610,05/09/2018 03:42:28 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,"ASSAULT - 4TH DEGREE - PURSUANT TO SUBDIVISIONS (1), (2), (4), (5)",Open - Active
2018-00019604,05/09/2018 12:59:59 pm,"404 KEENE ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open - Active
2018-00019604,05/09/2018 12:59:59 pm,"404 KEENE ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Unfounded
2018-00019588,05/09/2018 09:25:00 am,"GATEWAY HALL , Columbia MO,",,Motor Vehicle Theft,STEALING OF A MOTOR VEHICLE,Cleared by Arrest Adult
2018-00019588,05/09/2018 09:25:00 am,"GATEWAY HALL , Columbia MO,",,Motor Vehicle Theft,STEALING OF A MOTOR VEHICLE,Open - Active
2018-00019588,05/09/2018 09:25:00 am,"GATEWAY HALL , Columbia MO,",,Motor Vehicle Theft,STEALING OF A MOTOR VEHICLE,Open Not Active
2018-00019560,05/09/2018 02:53:00 am,"MICK DEAVER MEMORIAL DR/E  STADIUM BLVD, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of 35 grams or less of marijuana,Cleared by Arrest Adult
2018-00019560,05/09/2018 02:53:00 am,"MICK DEAVER MEMORIAL DR/E  STADIUM BLVD, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of drug paraphernalia,Cleared by Arrest Adult
2018-00019543,05/09/2018 01:21:00 am,"PROVIDENCE RD/ LOCUST ST, Columbia MO, 65203",,Driving Under The Influence,Driving While Intoxicated,Cleared by Arrest Adult
2018-00019543,05/09/2018 01:21:00 am,"PROVIDENCE RD/ LOCUST ST, Columbia MO, 65203",,Not Counted For UCR,Improper lights,Cleared by Arrest Adult
2018-00019528,05/09/2018 12:27:00 am,"1100 PROVIDENCE RD, Columbia MO, 65203",,All Other Offenses (Except Traffic),First degree trespass,Cleared by Arrest Adult
2018-00019516,05/08/2018 11:57:00 pm,"LOCUST ST/S  8TH ST, Columbia MO, 65201",,Not Counted For UCR,WARRANT-MISD.,Cleared by Arrest Adult
2018-00019453,05/08/2018 12:57:00 pm,"703 HITT ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING MISDEMEANOR,Cleared by Arrest Adult
2018-00019451,05/08/2018 12:47:00 pm,"1000 ELM ST, Columbia MO, 65201",,Vandalism,Second degree property damage,Open - Active
2018-00019451,05/08/2018 12:47:00 pm,"1000 ELM ST, Columbia MO, 65201",,Vandalism,Second degree property damage,Open Not Active
2018-00019448,05/08/2018 12:39:00 pm,"1202 ROLLINS ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA,Cleared by Arrest Adult
2018-00019448,05/08/2018 12:39:00 pm,"1202 ROLLINS ST, Columbia MO, 65201",,Forgery and Counterfeiting,POSSESS REPRODUCED/ALTERED LICENSE/I.D. CARD SHOWING OVER 21,Cleared by Arrest Adult
2018-00019448,05/08/2018 12:39:00 pm,"1202 ROLLINS ST, Columbia MO, 65201",,"Poss/Non-Narcotic/Barbituates, etc.",POSSESS CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS MARIJUANA,Cleared by Arrest Adult
2018-00019435,05/08/2018 11:11:47 am,"600 HITT ST, Columbia MO, 65201",,Vandalism,Second degree property damage,Open - Active
2018-00019435,05/08/2018 11:11:47 am,"600 HITT ST, Columbia MO, 65201",,Vandalism,Second degree property damage,Open Not Active
2018-00019414,05/08/2018 09:03:00 am,"800 HITT ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),Tampering,Open - Active
2018-00019414,05/08/2018 09:03:00 am,"800 HITT ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),Tampering,Open Not Active
2018-00019407,05/08/2018 08:17:00 am,"411 6TH ST, Columbia MO, 65201",,Vandalism,Second degree property damage,Open - Active
2018-00019407,05/08/2018 08:17:00 am,"411 6TH ST, Columbia MO, 65201",,Vandalism,Second degree property damage,Open Not Active
2018-00019252,05/07/2018 09:49:00 am,"2001 PROVIDENCE RD, Columbia MO, 65203",,Vandalism,PROPERTY DAMAGE 2ND DEGREE,Open - Active
2018-00019252,05/07/2018 09:49:00 am,"2001 PROVIDENCE RD, Columbia MO, 65203",,Vandalism,PROPERTY DAMAGE 2ND DEGREE,Open Not Active
2018-00019179,05/07/2018 01:19:00 am,"HITT ST/ HOSPITAL DR, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of 35 grams or less of marijuana,Cleared by Arrest Adult
2018-00019179,05/07/2018 01:19:00 am,"HITT ST/ HOSPITAL DR, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of drug paraphernalia,Cleared by Arrest Adult
2018-00019152,05/06/2018 08:27:00 pm,"800 VIRGINIA AVE, Columbia MO, 65201",,Simple Assault,"ASSAULT - 4TH DEGREE - PURSUANT TO SUBDIVISIONS (3), (6) - SPECIAL VICTIMS",Exceptly Cleared Adult
2018-00019150,05/06/2018 07:53:00 pm,"HITT ST/ ROLLINS ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2018-00019130,05/06/2018 03:39:59 pm,"1000 ELM ST, Columbia MO, 65201",,Vandalism,Second degree property damage,Open - Active
2018-00019130,05/06/2018 03:39:59 pm,"1000 ELM ST, Columbia MO, 65201",,Vandalism,Second degree property damage,Open Not Active
2018-00019126,05/06/2018 02:11:05 pm,"1000 ELM ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open - Active
2018-00019126,05/06/2018 02:11:05 pm,"1000 ELM ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open Not Active
2018-00019116,05/06/2018 01:16:00 pm,"510 LOCUST ST, Columbia MO, 65201",,Vandalism,Second degree property damage,Open - Active
2018-00019116,05/06/2018 01:16:00 pm,"510 LOCUST ST, Columbia MO, 65201",,Vandalism,Second degree property damage,Open Not Active
2018-00019115,05/06/2018 12:11:00 pm,"518 HITT ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),TRESPASS 1ST DEGREE,Cleared by Arrest Adult
2018-00019115,05/06/2018 12:11:00 pm,"518 HITT ST, Columbia MO, 65201",,Vandalism,PROPERTY DAMAGE 1ST DEGREE,Cleared by Arrest Adult
2018-00019092,05/06/2018 07:36:29 am,"1 HOSPITAL DR, Columbia MO, 65201",,All Other Offenses (Except Traffic),First degree trespass,Cleared by Arrest Adult
2018-00019092,05/06/2018 07:36:29 am,"1 HOSPITAL DR, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Cleared by Arrest Adult
2018-00019087,05/06/2018 06:05:00 am,"299 8TH ST, Columbia MO, 65201",,Vandalism,PROPERTY DAMAGE 2ND DEGREE,Open - Active
2018-00019087,05/06/2018 06:05:00 am,"299 8TH ST, Columbia MO, 65201",,Vandalism,PROPERTY DAMAGE 2ND DEGREE,Open Not Active
2018-00019078,05/06/2018 03:34:05 am,"1 HOSPITAL DR, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING FELONY A,Open - Active
2018-00019078,05/06/2018 03:34:05 am,"1 HOSPITAL DR, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING FELONY A,Unfounded
2018-00019077,05/06/2018 03:48:17 am,"3 HOSPITAL DR, Columbia MO, 65201",,Not Counted For UCR,IMMUNITY FROM LIABILITY SEEKING/OBTAINING MEDICAL ASSISTANCE,Exceptly Cleared Adult
2018-00019077,05/06/2018 03:48:17 am,"3 HOSPITAL DR, Columbia MO, 65201",,Not Counted For UCR,IMMUNITY FROM LIABILITY SEEKING/OBTAINING MEDICAL ASSISTANCE,Open Not Active
2018-00019064,05/06/2018 01:23:00 am,"9TH ST/ WOODSON WAY, Columbia MO, 65201",,All Other Offenses (Except Traffic),Resisting or interfering with arrest,Cleared by Arrest Adult
2018-00019064,05/06/2018 01:23:00 am,"9TH ST/ WOODSON WAY, Columbia MO, 65201",,Discoderly Conduct,Peace disturbance,Cleared by Arrest Adult
2018-00019058,05/06/2018 12:58:00 am,"ELM ST/S  9TH ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2018-00019058,05/06/2018 12:58:00 am,"ELM ST/S  9TH ST, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2018-00019053,05/06/2018 12:43:00 am,"9TH/LOWRY , Columbia MO,",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2018-00019053,05/06/2018 12:43:00 am,"9TH/LOWRY , Columbia MO,",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2018-00019046,05/06/2018 12:20:00 am,"LOCUST ST/S  6TH ST, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2018-00019020,05/05/2018 10:03:00 pm,"299 8TH ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),Resisting or interfering with arrest,Cleared by Arrest Adult
2018-00019020,05/05/2018 10:03:00 pm,"299 8TH ST, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2018-00019007,05/05/2018 09:17:00 pm,"404 KENTUCKY BLVD, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2018-00019002,05/05/2018 08:19:00 pm,"203 HITT ST, Columbia MO, 65201",,Driving Under The Influence,Driving While Intoxicated,Cleared by Arrest Adult
2018-00019002,05/05/2018 08:19:00 pm,"203 HITT ST, Columbia MO, 65201",,Not Counted For UCR,Stop sign violation,Cleared by Arrest Adult
2018-00019002,05/05/2018 08:19:00 pm,"203 HITT ST, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of 35 grams or less of marijuana,Cleared by Arrest Adult
2018-00018946,05/05/2018 07:39:22 am,"3600 NEW HAVEN RD, Columbia MO, 65201",,All Other Offenses (Except Traffic),"LEFT THE SCENE OF A MOTOR VEHICLE ACCIDENT over $1,000.00",Open - Active
2018-00018946,05/05/2018 07:39:22 am,"3600 NEW HAVEN RD, Columbia MO, 65201",,All Other Offenses (Except Traffic),"LEFT THE SCENE OF A MOTOR VEHICLE ACCIDENT over $1,000.00",Open Not Active
2018-00018930,05/05/2018 03:58:00 am,"PROVIDENCE RD/E  STEWART RD, Columbia MO, 65203",,Not Counted For UCR,FAILED TO DRIVE WITHIN SINGLE LANE ON ROADWAY HAVING 3 OR MORE LANES,Cleared by Arrest Adult
2018-00018930,05/05/2018 03:58:00 am,"PROVIDENCE RD/E  STEWART RD, Columbia MO, 65203",,Not Counted For UCR,OPERATED VEH ON HWY WHILE DR LIC/PRIV REVOKED(SUSP FTA/FTP),Cleared by Arrest Adult
2018-00018908,05/05/2018 12:47:00 am,"6TH ST/ ELM ST, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of 35 grams or less of marijuana,Cleared by Arrest Adult
2018-00018900,05/04/2018 11:14:00 pm,"MISSOURI AVE/ ROLLINS ST, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2018-00018888,05/04/2018 09:39:00 pm,"601 TURNER AVE, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of 35 grams or less of marijuana,Cleared by Arrest Adult
2018-00018848,05/04/2018 02:31:00 pm,"1000 ELM ST, Columbia MO, 65201",,Motor Vehicle Theft,STEALING OF A MOTOR VEHICLE,Open - Active
2018-00018848,05/04/2018 02:31:00 pm,"1000 ELM ST, Columbia MO, 65201",,Motor Vehicle Theft,STEALING OF A MOTOR VEHICLE,Unfounded
2018-00018829,05/04/2018 10:54:29 am,"1201 ROLLINS ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open - Active
2018-00018829,05/04/2018 10:54:29 am,"1201 ROLLINS ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open Not Active
2018-00018786,05/04/2018 02:24:00 am,"502 KENTUCKY BLVD, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Open Not Active
2018-00018784,05/04/2018 02:03:00 am,"PROVIDENCE RD/ TURNER AVE, Columbia MO, 65203",,Not Counted For UCR,Driving Under Suspension,Cleared by Arrest Adult
2018-00018708,05/03/2018 12:25:00 pm,"800 HITT ST, Columbia MO, 65201",,Forcible Rape,RAPE OR ATTEMPTED RAPE - 1ST DEGREE,Exceptly Cleared Adult
2018-00018708,05/03/2018 12:25:00 pm,"800 HITT ST, Columbia MO, 65201",,Forcible Rape,RAPE OR ATTEMPTED RAPE - 1ST DEGREE,Open - Active
2018-00018701,05/03/2018 12:20:33 pm,"416 6TH ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING MISDEMEANOR,Cleared by Arrest Adult
2018-00018700,05/03/2018 12:08:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,STALKING - 1ST DEGREE - 1ST OFFENSE,Exceptly Cleared Adult
2018-00018700,05/03/2018 12:08:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,STALKING - 1ST DEGREE - 1ST OFFENSE,Open - Active
2018-00018573,05/02/2018 09:37:00 pm,"HITT AND ROLLINS , Columbia MO,",,Not Counted For UCR,FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY,Cleared by Arrest Adult
2018-00018573,05/02/2018 09:37:00 pm,"HITT AND ROLLINS , Columbia MO,",,Not Counted For UCR,OPERATED MOTOR VEH ON HWY WHILE DRIVERS LIC REVOKED (POINTS),Cleared by Arrest Adult
2018-00018567,05/02/2018 09:24:25 pm,"TRADITIONS PLAZA , Columbia MO,",,Theft Non-Motor Vehicle,Stealing,Open - Active
2018-00018567,05/02/2018 09:24:25 pm,"TRADITIONS PLAZA , Columbia MO,",,Theft Non-Motor Vehicle,Stealing,Open Not Active
2018-00018515,05/02/2018 04:46:00 pm,"518 HITT ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA,Cleared by Arrest Adult
2018-00018515,05/02/2018 04:46:00 pm,"518 HITT ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA,Open - Active
2018-00018515,05/02/2018 04:46:00 pm,"518 HITT ST, Columbia MO, 65201",,Liquor Laws,LIQUOR LAWS - PERSON < 21 PURCHASE/POSSESS INTOX LIQUOR,Cleared by Arrest Adult
2018-00018515,05/02/2018 04:46:00 pm,"518 HITT ST, Columbia MO, 65201",,Liquor Laws,LIQUOR LAWS - PERSON < 21 PURCHASE/POSSESS INTOX LIQUOR,Open - Active
2018-00018515,05/02/2018 04:46:00 pm,"518 HITT ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING MISDEMEANOR,Cleared by Arrest Adult
2018-00018515,05/02/2018 04:46:00 pm,"518 HITT ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING MISDEMEANOR,Open - Active
2018-00018501,05/02/2018 02:30:26 pm,"551 E SOUTHHAMPTON DR , Columbia MO,",,All Other Offenses (Except Traffic),Failure to report an accident,Cleared by Arrest Adult
2018-00018367,05/02/2018 12:45:09 am,"TRADITIONS PLAZA , Columbia MO,",,Theft Non-Motor Vehicle,Stealing,Open - Active
2018-00018367,05/02/2018 12:45:09 am,"TRADITIONS PLAZA , Columbia MO,",,Theft Non-Motor Vehicle,Stealing,Open Not Active
2018-00018364,05/02/2018 12:18:00 am,"810 MARYLAND AVE, Columbia MO, 65201",,Driving Under The Influence,DRIVING WHILE INTOXICATED,Cleared by Arrest Adult
2018-00018364,05/02/2018 12:18:00 am,"810 MARYLAND AVE, Columbia MO, 65201",,Forgery and Counterfeiting,POSSESS REPRODUCED/ALTERED LICENSE/I.D. CARD SHOWING OVER 21,Cleared by Arrest Adult
2018-00018364,05/02/2018 12:18:00 am,"810 MARYLAND AVE, Columbia MO, 65201",,Not Counted For UCR,FAILED TO DISPLAY LIGHTED LAMPS ON MTR VEH/MTR DRAWN VEH/MOTORCYCLE AS REQUIRED (GEN LAW),Cleared by Arrest Adult
2018-00018364,05/02/2018 12:18:00 am,"810 MARYLAND AVE, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",POSSESSION OF MARIJUANA/SYNTHETIC CANNABINOID OF 10 GRAMS OR LESS,Cleared by Arrest Adult
2018-00018341,05/01/2018 07:24:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,All Other Offenses (Except Traffic),TRESPASS 1ST DEGREE,Cleared by Arrest Adult
2018-00018341,05/01/2018 07:24:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,All Other Offenses (Except Traffic),UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA,Cleared by Arrest Adult
2018-00018341,05/01/2018 07:24:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Not Counted For UCR,WARRANT-MISD.,Cleared by Arrest Adult
2018-00018341,05/01/2018 07:24:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING - VALUE LESS THAN $150 AND NO PRIOR STEALING OFFENSE,Cleared by Arrest Adult
2018-00018322,05/01/2018 04:14:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open - Active
2018-00018322,05/01/2018 04:14:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open Not Active
2018-00018290,05/01/2018 12:30:00 pm,"ELM ST/S  5TH ST, Columbia MO, 65201",,Not Counted For UCR,Operating an unlicensed motor vehicle,Cleared by Arrest Adult
2018-00018290,05/01/2018 12:30:00 pm,"ELM ST/S  5TH ST, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of 35 grams or less of marijuana,Cleared by Arrest Adult
2018-00018200,05/01/2018 12:36:00 am,"COLLEGE AVE/ UNIVERSITY AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2018-00018200,05/01/2018 12:36:00 am,"COLLEGE AVE/ UNIVERSITY AVE, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2018-00018171,04/30/2018 09:31:00 pm,"904 ASHLAND RD, Columbia MO, 65201",,All Other Offenses (Except Traffic),UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA,Cleared by Arrest Adult
2018-00018171,04/30/2018 09:31:00 pm,"904 ASHLAND RD, Columbia MO, 65201",,"Poss/Non-Narcotic/Barbituates, etc.",POSSESS CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS MARIJUANA,Cleared by Arrest Adult
2018-00018171,04/30/2018 09:31:00 pm,"904 ASHLAND RD, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",POSSESSION OF MARIJUANA/SYNTHETIC CANNABINOID OF 10 GRAMS OR LESS,Cleared by Arrest Adult
2018-00018155,04/30/2018 07:02:12 pm,"1002 MONK DR, Columbia MO, 65201",,All Other Offenses (Except Traffic),Failure to report an accident,Open Not Active
